CSUF,CSU Foothills Campus                   ColoState,Fri Aug 27 16:00:00 PDT 2004,1.03,147.00
QURC2,Quincy_Res,Fri Aug 27 16:00:00 PDT 2004,1.79,124.00
AURC2,Aurora_Reservoir,Fri Aug 27 16:00:00 PDT 2004,3.93,165.00
DHPC2,Diamond_Hill,Fri Aug 27 16:00:00 PDT 2004,0.80,231.00
EBBC2,Elbert,Fri Aug 27 16:00:00 PDT 2004,1.74,36.00
MSTC2,Marston_Lake_North,Fri Aug 27 16:00:00 PDT 2004,0.09,161.00
BHNC2,Brighton,Fri Aug 27 16:00:00 PDT 2004,0.67,169.00
SQWC2,Squaw_Mountain,Fri Aug 27 16:00:00 PDT 2004,2.86,352.00
SAPC2,Salisbury_Park,Fri Aug 27 16:00:00 PDT 2004,2.37,202.00
LEWC2,Louisville_Lake,Fri Aug 27 16:00:00 PDT 2004,0.94,146.00
NWTM6,Newton MS/Jackson State University     MS-Mesonet,Fri Aug 27 16:00:00 PDT 2004,0.29,148.50
REST2,Lubbock (Reese) 12W,Fri Aug 27 16:00:00 PDT 2004,1.82,326.80
BWST2,Brownfield 2S,Fri Aug 27 16:00:00 PDT 2004,4.43,335.40
MNST2,Morton 1NE,Fri Aug 27 16:00:00 PDT 2004,2.96,350.60
ONST2,Olton 6S,Fri Aug 27 16:00:00 PDT 2004,1.07,345.20
OEST2,O'Donnell 1N,Fri Aug 27 16:00:00 PDT 2004,4.23,183.80
ATST2,Amherst 1NE,Fri Aug 27 16:00:00 PDT 2004,2.00,35.09
LMST2,Lamesa 2SE,Fri Aug 27 16:00:00 PDT 2004,5.51,162.30
ARST2,Abernathy 5NE,Fri Aug 27 16:00:00 PDT 2004,2.32,79.90
PTST2,Post 1S,Fri Aug 27 16:00:00 PDT 2004,2.26,109.80
GGST2,Gail 2SE,Fri Aug 27 16:00:00 PDT 2004,4.47,169.00
WLST2,White River Lake 6NW,Fri Aug 27 16:00:00 PDT 2004,1.54,209.50
GHST2,Graham 5SW,Fri Aug 27 16:00:00 PDT 2004,5.00,157.60
