KTET,Teton Pass WYO 22 west of Jackson,Tue Sep 01 16:00:01 PDT 2009,0.83,215.00
KU42,SALT LAKE CITY                   UT US SAI,Tue Sep 01 16:03:00 PDT 2009,3.09,30.00
KU52,BEAVER                           UT US SAI,Tue Sep 01 16:05:00 PDT 2009,2.06,260.00
KMUE,KAMUELA                          HI US SAI,Tue Sep 01 16:03:00 PDT 2009,7.72,30.00
JRCA2,Juneau Airport Runway, Center          FAA,Tue Sep 01 16:04:04 PDT 2009,4.02,286.00
JPDA2,Pederson Hill near Juneau Airport      FAA,Tue Sep 01 16:03:05 PDT 2009,4.02,276.00
JREA2,Juneau Airport Runway, East            FAA,Tue Sep 01 16:03:05 PDT 2009,3.58,291.00
JECA2,Eaglecrest Ski Area, Juneau            FAA,Tue Sep 01 16:03:05 PDT 2009,1.34,6.00
TRMA2,Mount Roberts Tram, Juneau             FAA,Tue Sep 01 16:03:05 PDT 2009,1.34,260.00
JRWA2,Juneau Airport Runway, West            FAA,Tue Sep 01 16:04:04 PDT 2009,1.79,269.00
JSMA2,Sheep Mountain, 5mi ESE Juneau         FAA,Tue Sep 01 16:03:05 PDT 2009,3.58,213.00
AP017,N7ZEF Sinclair                    WY US,Tue Sep 01 16:01:21 PDT 2009,3.13,315.00
AP056,W9JIU Tucson                      AZ US,Tue Sep 01 16:02:26 PDT 2009,2.24,113.00
AP061,KG6TQ Sacramento                  CA US,Tue Sep 01 16:04:43 PDT 2009,0.00,332.00
AP080,K9AZZ-10 Vida                     OR US,Tue Sep 01 16:02:08 PDT 2009,1.79,272.00
AP156,WA6TK Rosamond                    CA US,Tue Sep 01 16:00:23 PDT 2009,1.34,200.00
AP164,WB7UVH Washougal                  WA US,Tue Sep 01 16:00:16 PDT 2009,0.45,239.00
AP201,KE6FOA-3 Hilmer                   CA US,Tue Sep 01 16:00:39 PDT 2009,0.89,210.00
AP247,ZL3AD N. Canterbury                  NZ,Tue Sep 01 16:00:21 PDT 2009,1.34,266.00
AP267,KP3G Juncos                       PR US,Tue Sep 01 16:00:21 PDT 2009,0.00,117.00
AP268,N7QNM Sammamish                   WA US,Tue Sep 01 16:01:47 PDT 2009,0.45,184.00
AP462,MB7UIK Maidstone                     UK,Tue Sep 01 16:05:01 PDT 2009,3.13,261.00
AP474,AA7OA Astoria                     OR US,Tue Sep 01 16:00:40 PDT 2009,1.79,270.00
AP476,W7DG Longview                     WA US,Tue Sep 01 16:03:55 PDT 2009,0.00,0.00
AP525,N6RZR-2 Anderson                  CA US,Tue Sep 01 16:02:23 PDT 2009,1.34,235.00
AP541,AD6NH Anaheim                     CA US,Tue Sep 01 16:03:07 PDT 2009,1.34,264.00
AP611,KJ7NO-2 Farmington                UT US,Tue Sep 01 16:02:50 PDT 2009,2.68,275.00
AP612,K7UHP West Point                  UT US,Tue Sep 01 16:02:46 PDT 2009,1.34,316.00
AP618,IT9OBK Messina                       IT,Tue Sep 01 16:03:55 PDT 2009,0.00,285.00
AP624,M0ADS Sheffield                      UK,Tue Sep 01 16:02:45 PDT 2009,0.00,86.00
AP626,G1YXH Kent                           UK,Tue Sep 01 16:01:58 PDT 2009,0.00,0.00
AP630,VK3MY Knox City                      AU,Tue Sep 01 16:00:42 PDT 2009,0.45,32.00
AP682,W7KKE-3 Road's End                OR US,Tue Sep 01 16:00:55 PDT 2009,1.79,299.00
AP710,N7XRD Renton                      WA US,Tue Sep 01 16:01:42 PDT 2009,0.00,294.00
AP795,KD7TTL Lake Stevens               WA US,Tue Sep 01 16:03:38 PDT 2009,0.00,268.00
AP803,KE6AFE Santa Cruz                 CA US,Tue Sep 01 16:02:12 PDT 2009,1.79,208.00
AP823,AD4BL Fairbanks                   AK US,Tue Sep 01 16:04:55 PDT 2009,0.00,231.00
AP834,KH6HHG Makawao                    HI US,Tue Sep 01 16:01:48 PDT 2009,4.47,83.00
AP844,KD5WCQ Elfrida                    AZ US,Tue Sep 01 16:00:29 PDT 2009,4.02,90.00
AP887,KD7PYN Ocean Park                 WA US,Tue Sep 01 16:00:35 PDT 2009,0.00,223.00
AP890,KB7DZR Joseph                     OR US,Tue Sep 01 16:00:17 PDT 2009,2.68,217.00
AP893,KE6KYI Groveland                  CA US,Tue Sep 01 16:05:01 PDT 2009,0.89,136.00
AP895,KF6JJP Hayward                    CA US,Tue Sep 01 16:03:04 PDT 2009,4.02,275.00
AP898,WA6YLB-6 Visalia                  CA US,Tue Sep 01 16:04:42 PDT 2009,0.00,0.00
