BMTC2,Blue_Mountain,Wed Jul 02 16:00:00 PDT 2003,1.79,0.00
QURC2,Quincy_Res,Wed Jul 02 16:00:00 PDT 2003,2.32,73.00
DHPC2,Diamond_Hill,Wed Jul 02 16:00:00 PDT 2003,2.41,51.00
EBBC2,Elbert,Wed Jul 02 16:00:00 PDT 2003,3.80,73.00
BHNC2,Brighton,Wed Jul 02 16:00:00 PDT 2003,0.89,354.00
SQWC2,Squaw_Mountain,Wed Jul 02 16:00:00 PDT 2003,2.32,54.00
HIGC2,Highlands_Ranch_WTP,Wed Jul 02 16:00:00 PDT 2003,1.30,68.00
SAPC2,Salisbury_Park,Wed Jul 02 16:00:00 PDT 2003,1.74,107.00
COKC2,Castle_Rock,Wed Jul 02 16:00:00 PDT 2003,1.74,56.00
WRDC2,Ward_C-1,Wed Jul 02 16:00:00 PDT 2003,1.34,236.00
SFSC2,Sugarloaf,Wed Jul 02 16:00:00 PDT 2003,1.92,112.00
LEWC2,Louisville_Lake,Wed Jul 02 16:00:00 PDT 2003,3.22,84.00
CALC2,Cal-Wood_Ranch,Wed Jul 02 16:00:00 PDT 2003,0.94,343.00
BTRC2,Button_Rock,Wed Jul 02 16:00:00 PDT 2003,0.49,163.00
H0002,KNCTODD1               Jefferson     NC,Wed Jul 02 16:03:00 PDT 2003,0.89,90.00
H0003,Black River Electric   Fredericktown MO,Wed Jul 02 16:00:00 PDT 2003,2.24,170.00
H0344,BlueStar Systems       Milford      OH,Wed Jul 02 16:00:00 PDT 2003,0.00,260.00
H0004,BoblandUSA             San Diego     CA,Wed Jul 02 16:01:00 PDT 2003,2.24,250.00
H0364,BoltAssociates         Beltsville    MD,Wed Jul 02 16:01:00 PDT 2003,0.89,20.00
H0457,Corte Madera CA,Wed Jul 02 16:00:00 PDT 2003,2.24,190.00
H0010,Mac Weather            Charlottetown PE,Wed Jul 02 16:00:00 PDT 2003,0.00,110.00
H0012,Crowley TX WX Page     Crowley       TX,Wed Jul 02 16:01:00 PDT 2003,1.79,150.00
H0449,West Houston	        Houston	     TX,Wed Jul 02 16:00:00 PDT 2003,1.79,120.00
