YEAR,MONTH,DAY,STID,PDIR,WSPD
2011,1,1,ACME,-996,6.67
2011,1,2,ACME,-996,7.66
2011,1,3,ACME,9,14.76
2011,1,4,ACME,1,7.24
2011,1,5,ACME,-996,3.97
2011,1,6,ACME,14,7.14
2011,1,7,ACME,-996,7.37
2011,1,8,ACME,-996,5.74
2011,1,9,ACME,5,9.92
2011,1,10,ACME,0,8.9
2011,1,11,ACME,15,8.68
2011,1,12,ACME,-996,6.88
2011,1,13,ACME,9,10.25
2011,1,14,ACME,8,10.09
2011,1,15,ACME,9,5.91
2011,1,16,ACME,-996,6.76
2011,1,17,ACME,9,9.39
2011,1,18,ACME,-996,10.6
2011,1,19,ACME,5,10.79
2011,1,20,ACME,-996,-996
2011,1,21,ACME,8,7.47
2011,1,22,ACME,8,11.02
2011,1,23,ACME,0,11.13
2011,1,24,ACME,1,7.71
2011,1,25,ACME,0,6.7
2011,1,26,ACME,-996,7.11
2011,1,27,ACME,-996,5.26
2011,1,28,ACME,-996,7.39
2011,1,29,ACME,9,10.33
2011,1,30,ACME,1,13.85
2011,1,31,ACME,1,13.08
2011,2,1,ACME,0,23.78
2011,2,2,ACME,0,17.5
2011,2,3,ACME,1,8.77
2011,2,4,ACME,-996,4.87
2011,2,5,ACME,8,7.57
2011,2,6,ACME,1,11.52
2011,2,7,ACME,15,9.9
2011,2,8,ACME,6,16.91
2011,2,9,ACME,0,18.44
2011,2,10,ACME,-996,5.55
2011,2,11,ACME,-996,4.89
2011,2,12,ACME,-996,9.41
2011,2,13,ACME,9,10.59
2011,2,14,ACME,4,9.84
2011,2,15,ACME,9,8.8
2011,2,16,ACME,-996,14.53
2011,2,17,ACME,8,15.91
2011,2,18,ACME,1,9.9
2011,2,19,ACME,8,13.52
2011,2,20,ACME,8,17.8
2011,2,21,ACME,1,14.83
2011,2,22,ACME,7,8.87
2011,2,23,ACME,8,14.04
2011,2,24,ACME,8,16.66
2011,2,25,ACME,3,9.19
2011,2,26,ACME,7,8.58
2011,2,27,ACME,8,17.38
2011,2,28,ACME,0,14.32
2011,3,1,ACME,7,10.53
2011,3,2,ACME,7,10.14
2011,3,3,ACME,7,16.06
2011,3,4,ACME,0,16.66
2011,3,5,ACME,0,16.08
2011,3,6,ACME,6,9.67
2011,3,7,ACME,7,16.88
2011,3,8,ACME,15,11.86
2011,3,9,ACME,15,15.24
2011,3,10,ACME,14,6.12
2011,3,11,ACME,8,19.2
2011,3,12,ACME,8,11.49
2011,3,13,ACME,0,12.39
2011,3,14,ACME,0,14.58
2011,3,15,ACME,-996,5.88
2011,3,16,ACME,7,15.79
2011,3,17,ACME,8,20.92
2011,3,18,ACME,8,14.18
2011,3,19,ACME,7,11.28
2011,3,20,ACME,8,18.52
2011,3,21,ACME,8,18.43
2011,3,22,ACME,8,18.49
2011,3,23,ACME,-996,8.89
2011,3,24,ACME,6,12.36
2011,3,25,ACME,1,12.38
2011,3,26,ACME,0,15.15
2011,3,27,ACME,2,9.15
2011,3,28,ACME,3,6.61
2011,3,29,ACME,0,12.35
2011,3,30,ACME,1,7.6
2011,3,31,ACME,-996,8.74
2011,4,1,ACME,-996,7.67
2011,4,2,ACME,7,14.81
2011,4,3,ACME,8,24.65
2011,4,4,ACME,0,20.08
2011,4,5,ACME,9,15.35
2011,4,6,ACME,8,16.06
2011,4,7,ACME,8,12.66
2011,4,8,ACME,8,15.49
2011,4,9,ACME,8,20.55
2011,4,10,ACME,8,12.7
2011,4,11,ACME,-996,13.69
2011,4,12,ACME,-996,7.42
2011,4,13,ACME,7,14.72
2011,4,14,ACME,11,17.38
2011,4,15,ACME,14,23.16
2011,4,16,ACME,13,7.48
2011,4,17,ACME,8,19.85
2011,4,18,ACME,8,15.88
2011,4,19,ACME,8,13.98
2011,4,20,ACME,2,13.86
2011,4,21,ACME,6,9.39
2011,4,22,ACME,8,13.6
2011,4,23,ACME,2,14.42
2011,4,24,ACME,2,9.53
2011,4,25,ACME,0,8.35
2011,4,26,ACME,2,6.66
2011,4,27,ACME,15,12.15
2011,4,28,ACME,-996,6.33
2011,4,29,ACME,8,23.94
2011,4,30,ACME,1,14.6
2011,5,1,ACME,1,16.35
2011,5,2,ACME,1,10.01
2011,5,3,ACME,-996,7.81
2011,5,4,ACME,8,16.11
2011,5,5,ACME,7,9.91
2011,5,6,ACME,-996,13.23
2011,5,7,ACME,8,15.29
2011,5,8,ACME,7,18.92
2011,5,9,ACME,8,19.5
2011,5,10,ACME,8,17.53
2011,5,11,ACME,7,12.33
2011,5,12,ACME,8,9.31
2011,5,13,ACME,15,14.38
2011,5,14,ACME,0,13.14
2011,5,15,ACME,0,9.02
2011,5,16,ACME,1,5.52
2011,5,17,ACME,6,11.24
2011,5,18,ACME,7,20.25
2011,5,19,ACME,8,19.97
2011,5,20,ACME,7,9.81
2011,5,21,ACME,8,13.85
2011,5,22,ACME,8,14.8
2011,5,23,ACME,8,16.91
2011,5,24,ACME,7,17.69
2011,5,25,ACME,-996,14.75
2011,5,26,ACME,6,7.93
2011,5,27,ACME,7,15.98
2011,5,28,ACME,7,16.32
2011,5,29,ACME,8,23.23
2011,5,30,ACME,7,23.47
2011,5,31,ACME,6,10.29
2011,6,1,ACME,7,11.4
2011,6,2,ACME,7,14.52
2011,6,3,ACME,8,15.03
2011,6,4,ACME,8,10.83
2011,6,5,ACME,8,8.99
2011,6,6,ACME,8,11.91
2011,6,7,ACME,7,14.9
2011,6,8,ACME,8,18.23
2011,6,9,ACME,8,17.46
2011,6,10,ACME,7,13.44
2011,6,11,ACME,6,9.14
2011,6,12,ACME,7,16.08
2011,6,13,ACME,8,18.28
2011,6,14,ACME,9,17.29
2011,6,15,ACME,-996,7.2
2011,6,16,ACME,7,18.05
2011,6,17,ACME,8,22.83
2011,6,18,ACME,8,17.61
2011,6,19,ACME,8,21.58
2011,6,20,ACME,8,22.21
2011,6,21,ACME,-996,4.93
2011,6,22,ACME,8,5.38
2011,6,23,ACME,8,11.39
2011,6,24,ACME,8,17.3
2011,6,25,ACME,8,21.83
2011,6,26,ACME,8,22.36
2011,6,27,ACME,9,15.28
2011,6,28,ACME,2,9.95
2011,6,29,ACME,8,12.88
2011,6,30,ACME,8,13.8
2011,7,1,ACME,7,11.51
2011,7,2,ACME,7,8.12
2011,7,3,ACME,8,8.57
2011,7,4,ACME,7,6.59
2011,7,5,ACME,7,7.68
2011,7,6,ACME,8,8.92
2011,7,7,ACME,9,9.61
2011,7,8,ACME,-996,6.99
2011,7,9,ACME,8,11.35
2011,7,10,ACME,8,12.49
2011,7,11,ACME,8,11.37
2011,7,12,ACME,8,8.72
2011,7,13,ACME,8,9.51
2011,7,14,ACME,7,8.87
2011,7,15,ACME,8,8.74
2011,7,16,ACME,6,8.68
2011,7,17,ACME,7,6.63
2011,7,18,ACME,6,6.4
2011,7,19,ACME,6,9.13
2011,7,20,ACME,7,11.81
2011,7,21,ACME,7,11.77
2011,7,22,ACME,7,12.61
2011,7,23,ACME,8,12.07
2011,7,24,ACME,8,9.5
2011,7,25,ACME,6,9.55
2011,7,26,ACME,7,11.5
2011,7,27,ACME,7,11.19
2011,7,28,ACME,7,10.21
2011,7,29,ACME,7,8.82
2011,7,30,ACME,8,9.96
2011,7,31,ACME,8,8.14
2011,8,1,ACME,8,8.62
2011,8,2,ACME,8,9.35
2011,8,3,ACME,8,7.4
2011,8,4,ACME,8,7.4
2011,8,5,ACME,8,11.79
2011,8,6,ACME,8,11.46
2011,8,7,ACME,7,9.33
2011,8,8,ACME,8,13.53
2011,8,9,ACME,1,7.05
2011,8,10,ACME,3,10.07
2011,8,11,ACME,4,10.81
2011,8,12,ACME,7,11.78
2011,8,13,ACME,1,6.97
2011,8,14,ACME,-996,4.99
2011,8,15,ACME,6,9.42
2011,8,16,ACME,8,12.4
2011,8,17,ACME,8,7.95
2011,8,18,ACME,8,8.38
2011,8,19,ACME,8,10.11
2011,8,20,ACME,8,8.74
2011,8,21,ACME,6,9.27
2011,8,22,ACME,8,9.43
2011,8,23,ACME,8,10.79
2011,8,24,ACME,8,8.39
2011,8,25,ACME,3,8.36
2011,8,26,ACME,-996,4.31
2011,8,27,ACME,6,6.89
2011,8,28,ACME,7,8.67
2011,8,29,ACME,7,9.72
2011,8,30,ACME,7,17.52
2011,8,31,ACME,8,14.64
2011,9,1,ACME,8,10.36
2011,9,2,ACME,7,8.96
2011,9,3,ACME,7,7.71
2011,9,4,ACME,0,16.14
2011,9,5,ACME,-996,9.89
2011,9,6,ACME,-996,3.11
2011,9,7,ACME,-996,6.98
2011,9,8,ACME,-996,5.57
2011,9,9,ACME,-996,5.25
2011,9,10,ACME,-996,6.52
2011,9,11,ACME,-996,5.01
2011,9,12,ACME,7,10.67
2011,9,13,ACME,8,11.34
2011,9,14,ACME,2,13.48
2011,9,15,ACME,3,10.8
2011,9,16,ACME,6,5.89
2011,9,17,ACME,8,14.63
2011,9,18,ACME,1,12.5
2011,9,19,ACME,-996,6.25
2011,9,20,ACME,6,7.93
2011,9,21,ACME,2,10.57
2011,9,22,ACME,-996,9.38
2011,9,23,ACME,-996,7.21
2011,9,24,ACME,8,7.8
2011,9,25,ACME,1,10.62
2011,9,26,ACME,6,6.07
2011,9,27,ACME,-996,5.32
2011,9,28,ACME,-996,5.81
2011,9,29,ACME,1,11.57
2011,9,30,ACME,-996,8.39
2011,10,1,ACME,-996,4.6
2011,10,2,ACME,7,8.98
2011,10,3,ACME,7,10.73
2011,10,4,ACME,7,9.8
2011,10,5,ACME,7,11.6
2011,10,6,ACME,7,19.28
2011,10,7,ACME,7,20.01
2011,10,8,ACME,7,14.31
2011,10,9,ACME,0,5.7
2011,10,10,ACME,-996,4.76
2011,10,11,ACME,8,7.59
2011,10,12,ACME,14,8.42
2011,10,13,ACME,-996,5.6
2011,10,14,ACME,8,8.07
2011,10,15,ACME,8,8.67
2011,10,16,ACME,9,11.07
2011,10,17,ACME,8,16.17
2011,10,18,ACME,0,17.93
2011,10,19,ACME,-996,8.79
2011,10,20,ACME,-996,6.81
2011,10,21,ACME,6,5
2011,10,22,ACME,8,9.37
2011,10,23,ACME,-996,4.55
2011,10,24,ACME,8,10.27
2011,10,25,ACME,8,18.9
2011,10,26,ACME,1,14.94
2011,10,27,ACME,0,12.12
2011,10,28,ACME,-996,5.16
2011,10,29,ACME,8,10.75
2011,10,30,ACME,-996,8.18
2011,10,31,ACME,-996,8.29
2011,11,1,ACME,7,18.27
2011,11,2,ACME,8,21.08
2011,11,3,ACME,-996,10.48
2011,11,4,ACME,-996,4.85
2011,11,5,ACME,7,17.88
2011,11,6,ACME,-996,9.46
2011,11,7,ACME,7,15.51
2011,11,8,ACME,15,11.24
2011,11,9,ACME,-996,9.19
2011,11,10,ACME,13,8.26
2011,11,11,ACME,9,14.31
2011,11,12,ACME,8,18.22
2011,11,13,ACME,9,17.97
2011,11,14,ACME,9,8.27
2011,11,15,ACME,1,7.25
2011,11,16,ACME,1,16.37
2011,11,17,ACME,-996,7.92
2011,11,18,ACME,8,19.84
2011,11,19,ACME,8,14.93
2011,11,20,ACME,0,13.01
2011,11,21,ACME,0,9.15
2011,11,22,ACME,-996,6.68
2011,11,23,ACME,-996,4.77
2011,11,24,ACME,8,14.59
2011,11,25,ACME,8,17.86
2011,11,26,ACME,0,20.49
2011,11,27,ACME,0,14.86
2011,11,28,ACME,-996,2.26
2011,11,29,ACME,-996,9.67
2011,11,30,ACME,-996,9.52
2011,12,1,ACME,0,14.58
2011,12,2,ACME,-996,8.73
2011,12,3,ACME,7,14.61
2011,12,4,ACME,0,10.83
2011,12,5,ACME,0,19.5
2011,12,6,ACME,0,10.52
2011,12,7,ACME,10,6.77
2011,12,8,ACME,7,8.38
2011,12,9,ACME,0,11.57
2011,12,10,ACME,-996,3.9
2011,12,11,ACME,7,8.46
2011,12,12,ACME,7,10.05
2011,12,13,ACME,7,11.36
2011,12,14,ACME,7,15.51
2011,12,15,ACME,1,10
2011,12,16,ACME,-996,7.77
2011,12,17,ACME,-996,4.34
2011,12,18,ACME,8,12.36
2011,12,19,ACME,8,12.95
2011,12,20,ACME,14,10.48
2011,12,21,ACME,7,9.68
2011,12,22,ACME,0,14.32
2011,12,23,ACME,1,11.04
2011,12,24,ACME,-996,2.76
2011,12,25,ACME,-996,4.87
2011,12,26,ACME,-996,3.98
2011,12,27,ACME,7,6.76
2011,12,28,ACME,-996,6.86
2011,12,29,ACME,8,10.38
2011,12,30,ACME,9,8.44
2011,12,31,ACME,8,18.12
