YEAR,MONTH,DAY,STID,PDIR,WSPD
2013,2,27,WASH,14,12.12
2013,2,28,WASH,15,11.59
2013,3,1,WASH,15,9.07
2013,3,2,WASH,14,5.48
2013,3,3,WASH,7,11.19
2013,3,4,WASH,0,15.5
2013,3,5,WASH,15,17.22
2013,3,6,WASH,6,5.7
2013,3,7,WASH,7,12.35
2013,3,8,WASH,7,12.68
2013,3,9,WASH,7,11.27
2013,3,10,WASH,14,13.89
2013,3,11,WASH,13,6.52
2013,3,12,WASH,15,7.5
2013,3,13,WASH,6,5.98
2013,3,14,WASH,6,7.91
2013,3,15,WASH,9,11.87
2013,3,16,WASH,8,10.96
2013,3,17,WASH,1,8.92
2013,3,18,WASH,0,10.77
2013,3,19,WASH,6,7.21
2013,3,20,WASH,0,7.12
2013,3,21,WASH,6,14.78
2013,3,22,WASH,2,11.3
2013,3,23,WASH,1,9.11
2013,3,24,WASH,15,18.48
2013,3,25,WASH,15,13.75
2013,3,26,WASH,7,6.18
2013,3,27,WASH,8,14.48
2013,3,28,WASH,7,10.94
2013,3,29,WASH,7,8.91
2013,3,30,WASH,8,6
2013,3,31,WASH,1,10.3
2013,4,1,WASH,-996,6.94
2013,4,2,WASH,2,14.14
2013,4,3,WASH,2,10.19
2013,4,4,WASH,0,7.92
2013,4,5,WASH,7,8.78
2013,4,6,WASH,8,11.03
2013,4,7,WASH,7,11.6
2013,4,8,WASH,7,16.29
2013,4,9,WASH,7,17.18
2013,4,10,WASH,-996,-996
2013,4,11,WASH,13,6.36
2013,4,12,WASH,3,7.26
2013,4,13,WASH,7,11.47
2013,4,14,WASH,8,13.23
2013,4,15,WASH,2,8.76
2013,4,16,WASH,1,9.29
2013,4,17,WASH,7,14.04
2013,4,18,WASH,15,18.15
2013,4,19,WASH,13,8.87
2013,4,20,WASH,7,12.01
2013,4,21,WASH,6,11.34
2013,4,22,WASH,6,13.19
2013,4,23,WASH,0,15.88
2013,4,24,WASH,-996,7.93
2013,4,25,WASH,-996,6.45
2013,4,26,WASH,8,11.88
2013,4,27,WASH,15,9.15
2013,4,28,WASH,6,5.67
2013,4,29,WASH,7,11.29
2013,4,30,WASH,7,11.81
2013,5,1,WASH,6,12.31
2013,5,2,WASH,0,17.78
2013,5,3,WASH,14,11.07
2013,5,4,WASH,0,13.2
2013,5,5,WASH,0,8.8
2013,5,6,WASH,-996,4.66
2013,5,7,WASH,6,6.61
2013,5,8,WASH,7,11.26
2013,5,9,WASH,6,6.48
2013,5,10,WASH,15,8.98
2013,5,11,WASH,1,7.46
2013,5,12,WASH,7,6.67
2013,5,13,WASH,9,11.26
2013,5,14,WASH,10,11.72
2013,5,15,WASH,7,9.16
2013,5,16,WASH,4,5.31
2013,5,17,WASH,5,7.54
2013,5,18,WASH,7,11.28
2013,5,19,WASH,8,15.94
2013,5,20,WASH,8,10.45
2013,5,21,WASH,-996,7.15
2013,5,22,WASH,11,4.85
2013,5,23,WASH,3,8.09
2013,5,24,WASH,6,10.2
2013,5,25,WASH,6,9.25
2013,5,26,WASH,7,12.38
2013,5,27,WASH,8,16.22
2013,5,28,WASH,8,13.83
2013,5,29,WASH,7,16.05
2013,5,30,WASH,8,14.18
2013,5,31,WASH,8,14.42
2013,6,1,WASH,0,9.05
2013,6,2,WASH,0,7.61
2013,6,3,WASH,6,8.25
2013,6,4,WASH,6,11.42
2013,6,5,WASH,1,8.54
2013,6,6,WASH,1,9.24
2013,6,7,WASH,0,4.54
2013,6,8,WASH,7,9.73
2013,6,9,WASH,14,6.4
2013,6,10,WASH,9,10.25
2013,6,11,WASH,9,11.59
2013,6,12,WASH,9,11.76
2013,6,13,WASH,-996,4.91
2013,6,14,WASH,-996,5.36
2013,6,15,WASH,6,5.56
2013,6,16,WASH,-996,6.54
2013,6,17,WASH,1,9.05
2013,6,18,WASH,2,5.44
2013,6,19,WASH,-996,7.58
2013,6,20,WASH,7,11.63
2013,6,21,WASH,7,10.97
2013,6,22,WASH,7,12.4
2013,6,23,WASH,7,14.66
2013,6,24,WASH,8,13.05
2013,6,25,WASH,8,14.02
2013,6,26,WASH,8,9.51
2013,6,27,WASH,9,6.93
2013,6,28,WASH,-996,6.65
2013,6,29,WASH,0,6.43
2013,6,30,WASH,1,8.4
2013,7,1,WASH,0,8.83
2013,7,2,WASH,0,6.87
2013,7,3,WASH,-996,4.31
2013,7,4,WASH,5,6.58
2013,7,5,WASH,6,9.97
2013,7,6,WASH,6,9.75
2013,7,7,WASH,6,8.28
2013,7,8,WASH,7,7.89
2013,7,9,WASH,9,9.23
2013,7,10,WASH,9,5.78
2013,7,11,WASH,-996,5.27
2013,7,12,WASH,-996,6.62
2013,7,13,WASH,6,7.46
2013,7,14,WASH,-996,5.59
2013,7,15,WASH,0,6.59
2013,7,16,WASH,4,7.33
2013,7,17,WASH,2,4.96
2013,7,18,WASH,-996,3.88
2013,7,19,WASH,-996,4.72
2013,7,20,WASH,8,5.56
2013,7,21,WASH,8,7.19
2013,7,22,WASH,9,9.51
2013,7,23,WASH,9,8.53
2013,7,24,WASH,4,8.44
2013,7,25,WASH,-996,4.44
2013,7,26,WASH,1,8.21
2013,7,27,WASH,6,4.59
2013,7,28,WASH,5,7.14
2013,7,29,WASH,7,11.39
2013,7,30,WASH,7,7.22
2013,7,31,WASH,1,6.38
2013,8,1,WASH,6,6.32
2013,8,2,WASH,7,9
2013,8,3,WASH,7,8.07
2013,8,4,WASH,6,7.57
2013,8,5,WASH,7,8.03
2013,8,6,WASH,9,9.36
2013,8,7,WASH,3,5.87
2013,8,8,WASH,2,7.36
2013,8,9,WASH,1,6.81
2013,8,10,WASH,0,7.57
2013,8,11,WASH,-996,3.55
2013,8,12,WASH,-996,4.77
2013,8,13,WASH,2,5.92
2013,8,14,WASH,4,6.48
2013,8,15,WASH,6,6.45
2013,8,16,WASH,-996,5.59
2013,8,17,WASH,-996,4.28
2013,8,18,WASH,5,4.9
2013,8,19,WASH,5,7.59
2013,8,20,WASH,5,6.01
2013,8,21,WASH,5,5.67
2013,8,22,WASH,-996,4.64
2013,8,23,WASH,5,5.56
2013,8,24,WASH,4,6.16
2013,8,25,WASH,5,6.69
2013,8,26,WASH,5,5.97
2013,8,27,WASH,-996,5.03
2013,8,28,WASH,-996,5.8
2013,8,29,WASH,-996,3.89
2013,8,30,WASH,-996,4.33
2013,8,31,WASH,-996,3.95
2013,9,1,WASH,-996,5.17
2013,9,2,WASH,1,6.91
2013,9,3,WASH,2,5.84
2013,9,4,WASH,4,5.51
2013,9,5,WASH,5,5.63
2013,9,6,WASH,5,5.26
2013,9,7,WASH,-996,4.35
2013,9,8,WASH,-996,5.28
2013,9,9,WASH,-996,7.54
2013,9,10,WASH,7,6.89
2013,9,11,WASH,-996,4.45
2013,9,12,WASH,-996,4.22
2013,9,13,WASH,2,7.68
2013,9,14,WASH,5,7.62
2013,9,15,WASH,7,6.19
2013,9,16,WASH,4,6.94
2013,9,17,WASH,5,6.07
2013,9,18,WASH,6,8.35
2013,9,19,WASH,6,6.92
2013,9,20,WASH,1,7.16
2013,9,21,WASH,-996,5.89
2013,9,22,WASH,-996,4.82
2013,9,23,WASH,-996,7.06
2013,9,24,WASH,-996,8.5
2013,9,25,WASH,-996,5.15
2013,9,26,WASH,6,9.44
2013,9,27,WASH,7,11.12
2013,9,28,WASH,0,10.81
2013,9,29,WASH,-996,4.83
2013,9,30,WASH,-996,4.46
2013,10,1,WASH,7,7.5
2013,10,2,WASH,7,9.48
2013,10,3,WASH,7,13.97
2013,10,4,WASH,7,14.38
2013,10,5,WASH,-996,11.06
2013,10,6,WASH,13,8.79
2013,10,7,WASH,-996,4.05
2013,10,8,WASH,-996,6.7
2013,10,9,WASH,6,7.77
2013,10,10,WASH,6,10.1
2013,10,11,WASH,7,10.7
2013,10,12,WASH,-996,7.93
2013,10,13,WASH,4,5.99
2013,10,14,WASH,6,9.66
2013,10,15,WASH,0,9.12
2013,10,16,WASH,0,8.43
2013,10,17,WASH,-996,3.57
2013,10,18,WASH,-996,8.33
2013,10,19,WASH,9,5.23
2013,10,20,WASH,-996,8.03
2013,10,21,WASH,1,8.23
2013,10,22,WASH,-996,6
2013,10,23,WASH,8,6.13
2013,10,24,WASH,2,9.44
2013,10,25,WASH,6,7.66
2013,10,26,WASH,6,5.34
2013,10,27,WASH,8,6.28
2013,10,28,WASH,6,9
2013,10,29,WASH,8,13.54
2013,10,30,WASH,7,12.94
2013,10,31,WASH,14,11.15
2013,11,1,WASH,-996,6.75
2013,11,2,WASH,-996,7.68
2013,11,3,WASH,7,10.97
2013,11,4,WASH,7,11.97
2013,11,5,WASH,7,11.44
2013,11,6,WASH,15,11.9
2013,11,7,WASH,-996,4.71
2013,11,8,WASH,8,12.06
2013,11,9,WASH,6,7.49
2013,11,10,WASH,5,4.3
2013,11,11,WASH,-996,7.9
2013,11,12,WASH,0,13.27
2013,11,13,WASH,-996,6.74
2013,11,14,WASH,8,10.01
2013,11,15,WASH,7,8.71
2013,11,16,WASH,8,15.14
2013,11,17,WASH,9,10.85
2013,11,18,WASH,3,7.54
2013,11,19,WASH,6,11.72
2013,11,20,WASH,7,13.31
2013,11,21,WASH,7,13.76
2013,11,22,WASH,-996,-996
2013,11,23,WASH,-996,-996
2013,11,24,WASH,-996,-996
2013,11,25,WASH,-996,-996
2013,11,26,WASH,15,12.12
2013,11,27,WASH,15,5.46
2013,11,28,WASH,-996,4.69
2013,11,29,WASH,-996,7.26
2013,11,30,WASH,9,7.62
2013,12,1,WASH,-996,2.59
2013,12,2,WASH,-996,2.99
2013,12,3,WASH,6,6.05
2013,12,4,WASH,0,10.7
2013,12,5,WASH,0,15.42
2013,12,6,WASH,0,12.25
2013,12,7,WASH,1,8.74
2013,12,8,WASH,8,6.81
2013,12,9,WASH,1,8.98
2013,12,10,WASH,8,6.79
2013,12,11,WASH,-996,7.12
2013,12,12,WASH,-996,6.27
2013,12,13,WASH,8,10.62
2013,12,14,WASH,15,12.11
2013,12,15,WASH,-996,6.01
2013,12,16,WASH,-996,4.22
2013,12,17,WASH,-996,5.13
2013,12,18,WASH,-996,8.59
2013,12,19,WASH,8,15.07
2013,12,20,WASH,-996,-996
2013,12,21,WASH,-996,-996
2013,12,22,WASH,-996,-996
2013,12,23,WASH,-996,-996
2013,12,24,WASH,-996,-996
2013,12,25,WASH,-996,-996
2013,12,26,WASH,-996,4.17
2013,12,27,WASH,-996,4.4
2013,12,28,WASH,-996,6.58
2013,12,29,WASH,-996,13.64
2013,12,30,WASH,-996,3.88
2013,12,31,WASH,-996,8.08
