YEAR,MONTH,DAY,STID,PDIR,WSPD
2013,1,1,ACME,0,10.67
2013,1,2,ACME,11,6.4
2013,1,3,ACME,-996,4.52
2013,1,4,ACME,-996,6.27
2013,1,5,ACME,-996,9.11
2013,1,6,ACME,0,5.65
2013,1,7,ACME,7,8.37
2013,1,8,ACME,8,7.94
2013,1,9,ACME,1,12.57
2013,1,10,ACME,9,9.08
2013,1,11,ACME,8,14.96
2013,1,12,ACME,0,18.75
2013,1,13,ACME,0,14.69
2013,1,14,ACME,2,10.01
2013,1,15,ACME,-996,7.59
2013,1,16,ACME,-996,4.89
2013,1,17,ACME,-996,7.45
2013,1,18,ACME,8,11.62
2013,1,19,ACME,-996,9.24
2013,1,20,ACME,-996,4.81
2013,1,21,ACME,-996,9.8
2013,1,22,ACME,-996,6.91
2013,1,23,ACME,-996,6.27
2013,1,24,ACME,1,8.53
2013,1,25,ACME,1,7.15
2013,1,26,ACME,-996,6.9
2013,1,27,ACME,8,17.74
2013,1,28,ACME,8,18.18
2013,1,29,ACME,8,13.63
2013,1,30,ACME,14,13
2013,1,31,ACME,9,11.08
2013,2,1,ACME,8,8.02
2013,2,2,ACME,-996,5.75
2013,2,3,ACME,-996,8.07
2013,2,4,ACME,8,11.48
2013,2,5,ACME,-996,3.77
2013,2,6,ACME,7,10.41
2013,2,7,ACME,0,15.11
2013,2,8,ACME,1,6.73
2013,2,9,ACME,6,16.56
2013,2,10,ACME,10,11.05
2013,2,11,ACME,2,9.24
2013,2,12,ACME,0,10.62
2013,2,13,ACME,14,5.95
2013,2,14,ACME,-996,7.67
2013,2,15,ACME,-996,10.19
2013,2,16,ACME,-996,7.71
2013,2,17,ACME,8,18.56
2013,2,18,ACME,15,17.49
2013,2,19,ACME,-996,6.6
2013,2,20,ACME,5,14.08
2013,2,21,ACME,14,12
2013,2,22,ACME,1,8.19
2013,2,23,ACME,-996,5.13
2013,2,24,ACME,7,15.97
2013,2,25,ACME,0,18.38
2013,2,26,ACME,15,12.23
2013,2,27,ACME,14,12.08
2013,2,28,ACME,-996,9.55
2013,3,1,ACME,0,7.92
2013,3,2,ACME,14,6.12
2013,3,3,ACME,8,16.12
2013,3,4,ACME,0,17.14
2013,3,5,ACME,-996,16.27
2013,3,6,ACME,-996,5.92
2013,3,7,ACME,7,16.69
2013,3,8,ACME,7,17.22
2013,3,9,ACME,7,14.52
2013,3,10,ACME,-996,13.17
2013,3,11,ACME,14,7.08
2013,3,12,ACME,-996,7.68
2013,3,13,ACME,-996,6.54
2013,3,14,ACME,7,11.74
2013,3,15,ACME,8,16.72
2013,3,16,ACME,8,14.33
2013,3,17,ACME,1,10.93
2013,3,18,ACME,1,12.36
2013,3,19,ACME,-996,6.95
2013,3,20,ACME,1,6.11
2013,3,21,ACME,7,17.13
2013,3,22,ACME,1,13.38
2013,3,23,ACME,1,9.79
2013,3,24,ACME,15,16.86
2013,3,25,ACME,-996,10.59
2013,3,26,ACME,-996,6.4
2013,3,27,ACME,8,19.7
2013,3,28,ACME,7,14.75
2013,3,29,ACME,7,13.08
2013,3,30,ACME,8,7.96
2013,3,31,ACME,-996,11.05
2013,4,1,ACME,1,8.73
2013,4,2,ACME,2,15.34
2013,4,3,ACME,2,10.98
2013,4,4,ACME,0,7.78
2013,4,5,ACME,-996,10.79
2013,4,6,ACME,-996,12.85
2013,4,7,ACME,7,15.46
2013,4,8,ACME,8,22.4
2013,4,9,ACME,7,19.84
2013,4,10,ACME,-996,-996
2013,4,11,ACME,14,6.87
2013,4,12,ACME,1,7.76
2013,4,13,ACME,7,14.05
2013,4,14,ACME,8,18.5
2013,4,15,ACME,1,9.97
2013,4,16,ACME,1,10.14
2013,4,17,ACME,7,16.54
2013,4,18,ACME,15,17.3
2013,4,19,ACME,13,9.89
2013,4,20,ACME,8,17.73
2013,4,21,ACME,7,14.1
2013,4,22,ACME,7,18.18
2013,4,23,ACME,0,18.95
2013,4,24,ACME,0,9.12
2013,4,25,ACME,7,7.76
2013,4,26,ACME,7,14.7
2013,4,27,ACME,0,10.66
2013,4,28,ACME,7,10.01
2013,4,29,ACME,8,16.77
2013,4,30,ACME,8,17.07
2013,5,1,ACME,7,15.72
2013,5,2,ACME,0,22.38
2013,5,3,ACME,-996,9.03
2013,5,4,ACME,-996,12.17
2013,5,5,ACME,0,9.66
2013,5,6,ACME,-996,4.09
2013,5,7,ACME,6,10.23
2013,5,8,ACME,7,16.75
2013,5,9,ACME,7,8.56
2013,5,10,ACME,0,9.57
2013,5,11,ACME,-996,7.71
2013,5,12,ACME,-996,8.1
2013,5,13,ACME,8,14.41
2013,5,14,ACME,9,14.04
2013,5,15,ACME,8,12.28
2013,5,16,ACME,4,5.97
2013,5,17,ACME,5,8.78
2013,5,18,ACME,7,14.34
2013,5,19,ACME,8,20.22
2013,5,20,ACME,8,13.23
2013,5,21,ACME,1,9.48
2013,5,22,ACME,6,6.71
2013,5,23,ACME,4,11.44
2013,5,24,ACME,6,11.9
2013,5,25,ACME,7,12.27
2013,5,26,ACME,7,16.48
2013,5,27,ACME,8,21.15
2013,5,28,ACME,8,19.18
2013,5,29,ACME,7,19.5
2013,5,30,ACME,8,18.93
2013,5,31,ACME,8,19.1
2013,6,1,ACME,1,11.64
2013,6,2,ACME,1,8.26
2013,6,3,ACME,7,11.93
2013,6,4,ACME,5,14.48
2013,6,5,ACME,2,11.05
2013,6,6,ACME,-996,10.61
2013,6,7,ACME,-996,3.78
2013,6,8,ACME,7,12.84
2013,6,9,ACME,14,6.18
2013,6,10,ACME,8,13.74
2013,6,11,ACME,8,14.51
2013,6,12,ACME,8,14.29
2013,6,13,ACME,8,8.53
2013,6,14,ACME,8,8.08
2013,6,15,ACME,7,6.79
2013,6,16,ACME,7,9.17
2013,6,17,ACME,0,8.9
2013,6,18,ACME,5,5.77
2013,6,19,ACME,6,9.42
2013,6,20,ACME,7,16.38
2013,6,21,ACME,8,15.36
2013,6,22,ACME,7,16.27
2013,6,23,ACME,7,17.91
2013,6,24,ACME,7,16.2
2013,6,25,ACME,8,17.99
2013,6,26,ACME,8,13.79
2013,6,27,ACME,7,9.94
2013,6,28,ACME,0,7.97
2013,6,29,ACME,-996,5.97
2013,6,30,ACME,1,8.72
2013,7,1,ACME,-996,7.69
2013,7,2,ACME,-996,4.07
2013,7,3,ACME,-996,4.33
2013,7,4,ACME,6,8.7
2013,7,5,ACME,6,12.75
2013,7,6,ACME,6,13.88
2013,7,7,ACME,7,10.92
2013,7,8,ACME,6,11.17
2013,7,9,ACME,8,11.43
2013,7,10,ACME,8,8.45
2013,7,11,ACME,8,8.06
2013,7,12,ACME,6,9.33
2013,7,13,ACME,7,10.37
2013,7,14,ACME,-996,7.48
2013,7,15,ACME,5,6.93
2013,7,16,ACME,5,8.45
2013,7,17,ACME,-996,4.35
2013,7,18,ACME,6,6.49
2013,7,19,ACME,7,7.19
2013,7,20,ACME,8,9.65
2013,7,21,ACME,8,10.88
2013,7,22,ACME,8,12.28
2013,7,23,ACME,8,11.6
2013,7,24,ACME,5,9.46
2013,7,25,ACME,-996,5.67
2013,7,26,ACME,2,11.96
2013,7,27,ACME,6,5.65
2013,7,28,ACME,7,9.92
2013,7,29,ACME,7,15.2
2013,7,30,ACME,1,8.83
2013,7,31,ACME,1,6.78
2013,8,1,ACME,-996,6.31
2013,8,2,ACME,7,13.31
2013,8,3,ACME,8,12.17
2013,8,4,ACME,7,10.92
2013,8,5,ACME,8,11.9
2013,8,6,ACME,8,13.28
2013,8,7,ACME,8,9.36
2013,8,8,ACME,5,7.6
2013,8,9,ACME,1,7.09
2013,8,10,ACME,0,8.94
2013,8,11,ACME,-996,3.99
2013,8,12,ACME,8,7.12
2013,8,13,ACME,1,7.13
2013,8,14,ACME,2,7.59
2013,8,15,ACME,-996,6.18
2013,8,16,ACME,-996,5.93
2013,8,17,ACME,5,5.52
2013,8,18,ACME,5,6.55
2013,8,19,ACME,7,9.67
2013,8,20,ACME,7,8.75
2013,8,21,ACME,7,6.85
2013,8,22,ACME,7,8.1
2013,8,23,ACME,6,7.78
2013,8,24,ACME,6,7.11
2013,8,25,ACME,6,8.32
2013,8,26,ACME,6,8.35
2013,8,27,ACME,8,7.56
2013,8,28,ACME,8,9.6
2013,8,29,ACME,8,7.33
2013,8,30,ACME,8,7.57
2013,8,31,ACME,8,6.45
2013,9,1,ACME,1,8.45
2013,9,2,ACME,1,7.41
2013,9,3,ACME,-996,5.74
2013,9,4,ACME,-996,5.48
2013,9,5,ACME,6,6.59
2013,9,6,ACME,6,6.76
2013,9,7,ACME,7,6.55
2013,9,8,ACME,7,8.84
2013,9,9,ACME,8,10.69
2013,9,10,ACME,8,10.27
2013,9,11,ACME,7,7.13
2013,9,12,ACME,-996,5.65
2013,9,13,ACME,2,7.83
2013,9,14,ACME,6,7.5
2013,9,15,ACME,7,9.9
2013,9,16,ACME,1,7.78
2013,9,17,ACME,7,7.72
2013,9,18,ACME,7,10.92
2013,9,19,ACME,8,9.69
2013,9,20,ACME,1,9.16
2013,9,21,ACME,-996,4.81
2013,9,22,ACME,-996,5.39
2013,9,23,ACME,7,11.43
2013,9,24,ACME,-996,6.56
2013,9,25,ACME,-996,6.49
2013,9,26,ACME,7,14.77
