YEAR,MONTH,DAY,STID,PDIR,WSPD
2013,9,27,ACME,7,14.59
2013,9,28,ACME,-996,13.64
2013,9,29,ACME,-996,2.91
2013,9,30,ACME,7,9.17
2013,10,1,ACME,7,11.36
2013,10,2,ACME,7,12.29
2013,10,3,ACME,7,18.68
2013,10,4,ACME,8,19.14
2013,10,5,ACME,0,13.26
2013,10,6,ACME,-996,8.7
2013,10,7,ACME,-996,3.66
2013,10,8,ACME,6,10.6
2013,10,9,ACME,7,12.76
2013,10,10,ACME,7,14.65
2013,10,11,ACME,8,13.53
2013,10,12,ACME,1,9.2
2013,10,13,ACME,6,6.66
2013,10,14,ACME,6,11.49
2013,10,15,ACME,0,13.19
2013,10,16,ACME,-996,8.47
2013,10,17,ACME,-996,4.16
2013,10,18,ACME,-996,9.75
2013,10,19,ACME,8,6.08
2013,10,20,ACME,8,12.44
2013,10,21,ACME,-996,10.22
2013,10,22,ACME,-996,6.01
2013,10,23,ACME,-996,6.63
2013,10,24,ACME,2,9.99
2013,10,25,ACME,7,9.05
2013,10,26,ACME,8,8.53
2013,10,27,ACME,0,6.62
2013,10,28,ACME,7,12.46
2013,10,29,ACME,7,16.33
2013,10,30,ACME,8,17.93
2013,10,31,ACME,11,12.15
2013,11,1,ACME,0,8.03
2013,11,2,ACME,-996,6.15
2013,11,3,ACME,7,16.54
2013,11,4,ACME,7,15.79
2013,11,5,ACME,7,15.26
2013,11,6,ACME,-996,11.83
2013,11,7,ACME,-996,4.73
2013,11,8,ACME,8,15.73
2013,11,9,ACME,8,9.22
2013,11,10,ACME,6,5.95
2013,11,11,ACME,8,9.73
2013,11,12,ACME,0,16.97
2013,11,13,ACME,-996,7.81
2013,11,14,ACME,8,13.21
2013,11,15,ACME,7,11.96
2013,11,16,ACME,8,18.78
2013,11,17,ACME,1,11.17
2013,11,18,ACME,2,7.55
2013,11,19,ACME,7,15.42
2013,11,20,ACME,7,18.64
2013,11,21,ACME,0,18.61
2013,11,22,ACME,-996,-996
2013,11,23,ACME,-996,-996
2013,11,24,ACME,-996,-996
2013,11,25,ACME,-996,-996
2013,11,26,ACME,0,13.02
2013,11,27,ACME,0,6.69
2013,11,28,ACME,8,9.88
2013,11,29,ACME,8,12.17
2013,11,30,ACME,8,11.63
2013,12,1,ACME,-996,3.59
2013,12,2,ACME,-996,5.17
2013,12,3,ACME,7,8.68
2013,12,4,ACME,0,13.89
2013,12,5,ACME,0,19.81
2013,12,6,ACME,0,14.47
2013,12,7,ACME,1,9
2013,12,8,ACME,9,7.81
2013,12,9,ACME,0,10.26
2013,12,10,ACME,-996,8.08
2013,12,11,ACME,-996,9.2
2013,12,12,ACME,-996,7.13
2013,12,13,ACME,8,14.1
2013,12,14,ACME,-996,12.43
2013,12,15,ACME,8,7.92
2013,12,16,ACME,9,6.41
2013,12,17,ACME,-996,5.26
2013,12,18,ACME,8,13.61
2013,12,19,ACME,8,19.38
2013,12,20,ACME,-996,-996
2013,12,21,ACME,-996,-996
2013,12,22,ACME,-996,-996
2013,12,23,ACME,-996,-996
2013,12,24,ACME,-996,-996
2013,12,25,ACME,-996,-996
2013,12,26,ACME,-996,5.51
2013,12,27,ACME,9,6.8
2013,12,28,ACME,8,10.84
2013,12,29,ACME,0,17.56
2013,12,30,ACME,-996,3.04
2013,12,31,ACME,8,10.95
