RVDC1,Tue Jul 01 15:02:00 PDT 2003,40.73083,-120.31639,4.92,220
RVYC1,Tue Jul 01 15:02:00 PDT 2003,34.06083,-114.73222,3.13,210
SMDC1,Tue Jul 01 15:02:00 PDT 2003,39.48333,-120.075,5.81,190
TSCC1,Tue Jul 01 15:00:00 PDT 2003,33.7625,-117.48278,2.68,10
TRMC1,Tue Jul 01 15:02:00 PDT 2003,36.91111,-119.305,2.24,220
CISC1,Tue Jul 01 15:02:00 PDT 2003,39.31667,-120.8375,1.79,230
F2276,Tue Jul 01 15:02:00 PDT 2003,33.89667,-83.36555,2.68,90
F2269,Tue Jul 01 15:03:00 PDT 2003,33.00972,-83.73972,2.24,170
F2305,Tue Jul 01 15:02:00 PDT 2003,34.77,-84.58334,4.47,100
F2343,Tue Jul 01 15:02:00 PDT 2003,33.83333,-84.74,5.36,150
F2280,Tue Jul 01 15:02:00 PDT 2003,34.37611,-84.05972,2.24,140
F2281,Tue Jul 01 15:03:00 PDT 2003,32.975,-82.35278,1.79,120
F2271,Tue Jul 01 15:03:00 PDT 2003,32.77972,-83.25,1.34,100
F2272,Tue Jul 01 15:03:00 PDT 2003,32.00972,-82.9,1.34,160
F2282,Tue Jul 01 15:03:00 PDT 2003,32.39111,-82.03722,1.34,210
F2306,Tue Jul 01 15:02:00 PDT 2003,30.36528,-84.85944,3.58,180
F2274,Tue Jul 01 15:03:00 PDT 2003,32.00972,-84.33,2.24,170
F2283,Tue Jul 01 15:02:00 PDT 2003,33.78056,-82.81611,4.47,100
BFRI1,Tue Jul 01 15:00:00 PDT 2003,42.35917,-116.69222,5.81,260
CHRI1,Tue Jul 01 15:03:00 PDT 2003,44.50417,-114.22278,4.02,250
PNFI1,Tue Jul 01 15:02:00 PDT 2003,44.25,-116.18333,1.34,100
F2069,Tue Jul 01 15:01:00 PDT 2003,37.28,-83.57445,0.89,140
F2073,Tue Jul 01 15:01:00 PDT 2003,37.05556,-84.615,2.68,110
F2074,Tue Jul 01 15:02:00 PDT 2003,38.175,-83.40833,1.34,170
F2081,Tue Jul 01 15:01:00 PDT 2003,31.01667,-93.18694,2.24,40
F2107,Tue Jul 01 15:01:00 PDT 2003,32.3025,-89.48444,2.24,290
F2108,Tue Jul 01 15:00:00 PDT 2003,30.84889,-89.03416,0.89,300
BRAM8,Tue Jul 01 15:00:00 PDT 2003,47.285,-110.35167,4.02,120
TR269,Tue Jul 01 15:01:00 PDT 2003,45.58417,-109.85167,2.24,60
ENNM8,Tue Jul 01 15:03:00 PDT 2003,45.35,-111.73444,1.79,180
NS032,Tue Jul 01 15:00:00 PDT 2003,45.33333,-110.21667,4.47,30
GINM8,Tue Jul 01 15:03:00 PDT 2003,46.32917,-111.58806,4.02,350
GLFM8,Tue Jul 01 15:01:00 PDT 2003,47.24166,-112.09167,5.81,260
HBRM8,Tue Jul 01 15:00:00 PDT 2003,44.66778,-111.10056,5.36,230
KLOM8,Tue Jul 01 15:02:00 PDT 2003,46.445,-107.8,4.92,120
TR280,Tue Jul 01 15:01:00 PDT 2003,47.07084,-114.40222,4.92,240
OSCM8,Tue Jul 01 15:03:00 PDT 2003,47.32833,-108.925,4.47,120
PRDM8,Tue Jul 01 15:00:00 PDT 2003,47.26972,-114.91611,3.13,320
TR281,Tue Jul 01 15:03:00 PDT 2003,46.31667,-113.3,2.24,240
NS038,Tue Jul 01 15:02:00 PDT 2003,47.45,-114.86667,4.47,320
PHYM8,Tue Jul 01 15:03:00 PDT 2003,46.83528,-110.7175,5.36,220
RRDM8,Tue Jul 01 15:02:00 PDT 2003,44.68333,-111.83334,8.05,190
NS040,Tue Jul 01 15:02:00 PDT 2003,47.18278,-113.44722,2.68,230
TR293,Tue Jul 01 15:00:00 PDT 2003,45.45111,-111.21889,2.24,200
