YEAR,MONTH,DAY,STID,PDIR,WSPD
2012,1,1,ACME,0,9.79
2012,1,2,ACME,0,5.94
2012,1,3,ACME,8,14.73
2012,1,4,ACME,-996,9.37
2012,1,5,ACME,10,10.57
2012,1,6,ACME,9,13.07
2012,1,7,ACME,1,10.49
2012,1,8,ACME,1,8.86
2012,1,9,ACME,1,11.29
2012,1,10,ACME,-996,7.98
2012,1,11,ACME,-996,13.64
2012,1,12,ACME,-996,13.17
2012,1,13,ACME,7,6.28
2012,1,14,ACME,-996,6.05
2012,1,15,ACME,8,15.87
2012,1,16,ACME,9,18.91
2012,1,17,ACME,0,15.61
2012,1,18,ACME,-996,8.34
2012,1,19,ACME,1,10.57
2012,1,20,ACME,-996,11.06
2012,1,21,ACME,0,12.17
2012,1,22,ACME,7,20.85
2012,1,23,ACME,-996,5.78
2012,1,24,ACME,7,13.11
2012,1,25,ACME,0,13.38
2012,1,26,ACME,0,8.22
2012,1,27,ACME,8,17.03
2012,1,28,ACME,0,6.85
2012,1,29,ACME,9,12.96
2012,1,30,ACME,8,16.67
2012,1,31,ACME,-996,13.22
2012,2,1,ACME,-996,5.27
2012,2,2,ACME,-996,9.25
2012,2,3,ACME,7,15.6
2012,2,4,ACME,15,15.72
2012,2,5,ACME,0,12.22
2012,2,6,ACME,-996,2.34
2012,2,7,ACME,-996,8.23
2012,2,8,ACME,-996,6.89
2012,2,9,ACME,7,8.16
2012,2,10,ACME,0,13.41
2012,2,11,ACME,1,13.98
2012,2,12,ACME,8,9.84
2012,2,13,ACME,-996,-996
2012,2,14,ACME,-996,7.06
2012,2,15,ACME,7,13.09
2012,2,16,ACME,1,9.46
2012,2,17,ACME,-996,4.1
2012,2,18,ACME,1,10.87
2012,2,19,ACME,-996,7.29
2012,2,20,ACME,8,18.91
2012,2,21,ACME,-996,10.01
2012,2,22,ACME,8,7.11
2012,2,23,ACME,0,17.96
2012,2,24,ACME,15,9.6
2012,2,25,ACME,-996,13.39
2012,2,26,ACME,8,13.92
2012,2,27,ACME,5,9.91
2012,2,28,ACME,7,17.92
2012,2,29,ACME,11,7.29
2012,3,1,ACME,8,13.27
2012,3,2,ACME,0,13.07
2012,3,3,ACME,-996,7.46
2012,3,4,ACME,10,7.11
2012,3,5,ACME,8,13.06
2012,3,6,ACME,8,26.06
2012,3,7,ACME,8,24.11
2012,3,8,ACME,1,21.01
2012,3,9,ACME,1,9.65
2012,3,10,ACME,-996,8.85
2012,3,11,ACME,7,11.87
2012,3,12,ACME,9,12.37
2012,3,13,ACME,8,15.47
2012,3,14,ACME,8,16.41
2012,3,15,ACME,8,16.32
2012,3,16,ACME,8,15.12
2012,3,17,ACME,8,21.23
2012,3,18,ACME,7,20.57
2012,3,19,ACME,7,9.9
2012,3,20,ACME,7,9.26
2012,3,21,ACME,-996,6.09
2012,3,22,ACME,13,6.73
2012,3,23,ACME,13,5.75
2012,3,24,ACME,7,5.46
2012,3,25,ACME,7,7.61
2012,3,26,ACME,8,12.83
2012,3,27,ACME,8,16.33
2012,3,28,ACME,8,14.56
2012,3,29,ACME,8,12.54
2012,3,30,ACME,7,8.84
2012,3,31,ACME,-996,6.14
2012,4,1,ACME,8,17.52
2012,4,2,ACME,8,17.73
2012,4,3,ACME,1,8.6
2012,4,4,ACME,11,9.16
2012,4,5,ACME,-996,6.51
2012,4,6,ACME,6,7.83
2012,4,7,ACME,1,12.85
2012,4,8,ACME,-996,6.16
2012,4,9,ACME,-996,7.05
2012,4,10,ACME,5,5.77
2012,4,11,ACME,5,9.3
2012,4,12,ACME,7,17.51
2012,4,13,ACME,8,16.46
2012,4,14,ACME,7,24.07
2012,4,15,ACME,10,13.66
2012,4,16,ACME,-996,5.91
2012,4,17,ACME,-996,5.81
2012,4,18,ACME,7,14.79
2012,4,19,ACME,8,16.61
2012,4,20,ACME,-996,13.5
2012,4,21,ACME,-996,4.32
2012,4,22,ACME,-996,9.09
2012,4,23,ACME,-996,4.07
2012,4,24,ACME,9,13.45
2012,4,25,ACME,8,14.25
2012,4,26,ACME,5,10.6
2012,4,27,ACME,7,15.53
2012,4,28,ACME,8,10.96
2012,4,29,ACME,7,9.31
2012,4,30,ACME,7,11.88
2012,5,1,ACME,8,18.91
2012,5,2,ACME,8,20.15
2012,5,3,ACME,8,16.24
2012,5,4,ACME,8,14.06
2012,5,5,ACME,9,16.63
