YEAR,MONTH,DAY,STID,PDIR,WSPD
2015,1,1,WASH,-996,3.4
2015,1,2,WASH,-996,3.69
2015,1,3,WASH,-996,6.23
2015,1,4,WASH,15,13.6
2015,1,5,WASH,8,8.47
2015,1,6,WASH,1,7.87
2015,1,7,WASH,1,15.25
2015,1,8,WASH,-996,8.53
2015,1,9,WASH,1,10.23
2015,1,10,WASH,7,8.67
2015,1,11,WASH,7,7.36
2015,1,12,WASH,0,11.91
2015,1,13,WASH,1,7.56
2015,1,14,WASH,-996,3.65
2015,1,15,WASH,13,5.56
2015,1,16,WASH,-996,6.53
2015,1,17,WASH,0,11.03
2015,1,18,WASH,9,9.81
2015,1,19,WASH,-996,3.61
2015,1,20,WASH,2,9.25
2015,1,21,WASH,1,8.27
2015,1,22,WASH,-996,7.91
2015,1,23,WASH,0,7.71
2015,1,24,WASH,13,8.36
2015,1,25,WASH,15,14.45
2015,1,26,WASH,13,7.43
2015,1,27,WASH,9,5.97
2015,1,28,WASH,9,8.42
2015,1,29,WASH,0,14.59
2015,1,30,WASH,2,5.73
2015,1,31,WASH,6,7.8
2015,2,1,WASH,15,16.42
2015,2,2,WASH,15,7.09
2015,2,3,WASH,8,9.34
2015,2,4,WASH,1,10.88
2015,2,5,WASH,0,7.62
2015,2,6,WASH,9,10.92
2015,2,7,WASH,8,10.43
2015,2,8,WASH,15,7.31
2015,2,9,WASH,0,7.53
2015,2,10,WASH,5,9.43
2015,2,11,WASH,1,12.71
2015,2,12,WASH,-996,6.74
2015,2,13,WASH,8,7.57
2015,2,14,WASH,10,8.59
2015,2,15,WASH,1,11
2015,2,16,WASH,0,11.3
2015,2,17,WASH,13,8.53
2015,2,18,WASH,1,7.3
2015,2,19,WASH,6,9.69
2015,2,20,WASH,6,11.7
2015,2,21,WASH,2,11.31
2015,2,22,WASH,1,16.49
2015,2,23,WASH,1,11.43
2015,2,24,WASH,12,4.75
2015,2,25,WASH,-996,4.48
2015,2,26,WASH,0,16.13
2015,2,27,WASH,2,9.01
2015,2,28,WASH,-996,4.3
2015,3,1,WASH,1,5.82
2015,3,2,WASH,1,6.39
2015,3,3,WASH,9,9.31
2015,3,4,WASH,1,15.75
2015,3,5,WASH,14,6.01
2015,3,6,WASH,9,8.47
2015,3,7,WASH,-996,6.63
2015,3,8,WASH,6,8.28
2015,3,9,WASH,3,5.98
2015,3,10,WASH,0,4.74
2015,3,11,WASH,-996,3.6
2015,3,12,WASH,2,5.95
2015,3,13,WASH,0,9.42
2015,3,14,WASH,0,10.76
2015,3,15,WASH,-996,4.98
2015,3,16,WASH,-996,7.99
2015,3,17,WASH,1,10.58
2015,3,18,WASH,0,5.15
2015,3,19,WASH,3,7.82
2015,3,20,WASH,-996,5.49
2015,3,21,WASH,-996,4.14
2015,3,22,WASH,-996,4.48
2015,3,23,WASH,7,9.69
2015,3,24,WASH,8,11
2015,3,25,WASH,8,13.74
2015,3,26,WASH,0,15.06
2015,3,27,WASH,-996,7.93
2015,3,28,WASH,5,6.6
2015,3,29,WASH,1,9.85
2015,3,30,WASH,6,6.28
2015,3,31,WASH,-996,6.55
2015,4,1,WASH,8,10.69
2015,4,2,WASH,9,12.17
2015,4,3,WASH,0,17.59
2015,4,4,WASH,7,8.28
2015,4,5,WASH,7,10.56
2015,4,6,WASH,8,12.24
2015,4,7,WASH,8,13.22
2015,4,8,WASH,8,14.78
2015,4,9,WASH,0,14.74
2015,4,10,WASH,5,7.1
2015,4,11,WASH,6,8.62
2015,4,12,WASH,7,12.32
2015,4,13,WASH,2,14.92
2015,4,14,WASH,2,8.96
2015,4,15,WASH,-996,5.84
2015,4,16,WASH,6,9.39
2015,4,17,WASH,5,8.06
2015,4,18,WASH,-996,6.27
2015,4,19,WASH,15,9.62
2015,4,20,WASH,-996,6.86
2015,4,21,WASH,9,8.63
2015,4,22,WASH,1,8.77
2015,4,23,WASH,6,7.93
2015,4,24,WASH,8,12
2015,4,25,WASH,10,6.79
2015,4,26,WASH,3,9.5
2015,4,27,WASH,2,13.77
2015,4,28,WASH,1,8.6
2015,4,29,WASH,13,6.77
2015,4,30,WASH,-996,3.04
2015,5,1,WASH,-996,3.89
2015,5,2,WASH,-996,7.3
2015,5,3,WASH,8,11.7
2015,5,4,WASH,7,9.86
2015,5,5,WASH,6,9.29
2015,5,6,WASH,7,14.03
2015,5,7,WASH,7,11.52
2015,5,8,WASH,-996,6.56
