YEAR,MONTH,DAY,STID,PDIR,WSPD
2014,1,1,WASH,15,13.8
2014,1,2,WASH,-996,7.93
2014,1,3,WASH,7,12.64
2014,1,4,WASH,8,16.18
2014,1,5,WASH,0,19.03
2014,1,6,WASH,10,7.6
2014,1,7,WASH,10,11.5
2014,1,8,WASH,6,9.66
2014,1,9,WASH,6,5.5
2014,1,10,WASH,7,9.65
2014,1,11,WASH,13,8.49
2014,1,12,WASH,9,15.44
2014,1,13,WASH,14,10.99
2014,1,14,WASH,0,11.6
2014,1,15,WASH,13,7.49
2014,1,16,WASH,14,12.05
2014,1,17,WASH,14,9.9
2014,1,18,WASH,15,11.84
2014,1,19,WASH,10,9.2
2014,1,20,WASH,0,9.75
2014,1,21,WASH,0,9.01
2014,1,22,WASH,2,8.84
2014,1,23,WASH,1,15
2014,1,24,WASH,10,9.81
2014,1,25,WASH,-996,7.33
2014,1,26,WASH,-996,6.02
2014,1,27,WASH,1,18.02
2014,1,28,WASH,1,7.96
2014,1,29,WASH,8,9.49
2014,1,30,WASH,8,13.6
2014,1,31,WASH,6,8.3
2014,2,1,WASH,0,11.24
2014,2,2,WASH,0,11.83
2014,2,3,WASH,-996,4.19
2014,2,4,WASH,-996,-996
2014,2,5,WASH,0,17.06
2014,2,6,WASH,1,8.65
2014,2,7,WASH,7,6.65
2014,2,8,WASH,7,6.04
2014,2,9,WASH,1,8.39
2014,2,10,WASH,1,9.47
2014,2,11,WASH,-996,6.75
2014,2,12,WASH,-996,5.8
2014,2,13,WASH,-996,5.21
2014,2,14,WASH,0,11.16
2014,2,15,WASH,-996,7.33
2014,2,16,WASH,6,9.84
2014,2,17,WASH,-996,11.87
2014,2,18,WASH,-996,8.54
2014,2,19,WASH,7,11.73
2014,2,20,WASH,14,16.75
2014,2,21,WASH,9,9.03
2014,2,22,WASH,6,8.28
2014,2,23,WASH,1,11.79
2014,2,24,WASH,-996,6.19
2014,2,25,WASH,1,11.55
2014,2,26,WASH,0,10.34
2014,2,27,WASH,-996,6.18
2014,2,28,WASH,6,9.42
2014,3,1,WASH,2,10.08
2014,3,2,WASH,-996,-996
2014,3,3,WASH,-996,-996
2014,3,4,WASH,-996,6.11
2014,3,5,WASH,6,7.92
2014,3,6,WASH,15,6.07
2014,3,7,WASH,7,11.99
2014,3,8,WASH,0,13.64
2014,3,9,WASH,15,5.62
2014,3,10,WASH,9,9.39
2014,3,11,WASH,9,17.5
2014,3,12,WASH,0,14.08
2014,3,13,WASH,-996,9.01
2014,3,14,WASH,8,7.73
2014,3,15,WASH,5,7.56
2014,3,16,WASH,0,20.34
2014,3,17,WASH,7,8.19
2014,3,18,WASH,7,17.6
2014,3,19,WASH,15,10.98
2014,3,20,WASH,-996,8.14
2014,3,21,WASH,7,12.09
2014,3,22,WASH,2,13.5
2014,3,23,WASH,-996,10.91
2014,3,24,WASH,-996,8.23
2014,3,25,WASH,1,6.84
2014,3,26,WASH,7,13.71
2014,3,27,WASH,8,17.08
2014,3,28,WASH,1,11.8
2014,3,29,WASH,0,5.6
2014,3,30,WASH,7,14.12
2014,3,31,WASH,8,12.83
2014,4,1,WASH,3,10.28
2014,4,2,WASH,7,13.1
2014,4,3,WASH,8,14.2
2014,4,4,WASH,15,11.4
2014,4,5,WASH,6,8.07
2014,4,6,WASH,-996,5.05
2014,4,7,WASH,-996,7.54
2014,4,8,WASH,15,14.97
2014,4,9,WASH,-996,9.77
2014,4,10,WASH,8,11.84
2014,4,11,WASH,6,9.08
2014,4,12,WASH,7,16.11
2014,4,13,WASH,8,20.44
2014,4,14,WASH,0,18.08
2014,4,15,WASH,13,7.69
2014,4,16,WASH,7,14.77
2014,4,17,WASH,1,6.93
2014,4,18,WASH,5,5.38
2014,4,19,WASH,-996,7.31
