BMTC2,Blue_Mountain,Tue Aug 05 15:00:00 PDT 2003,1.34,347.00
QURC2,Quincy_Res,Tue Aug 05 15:00:00 PDT 2003,0.67,236.00
DHPC2,Diamond_Hill,Tue Aug 05 15:00:00 PDT 2003,0.94,79.00
EBBC2,Elbert,Tue Aug 05 15:00:00 PDT 2003,4.74,135.00
BHNC2,Brighton,Tue Aug 05 15:00:00 PDT 2003,0.85,62.00
SQWC2,Squaw_Mountain,Tue Aug 05 15:00:00 PDT 2003,1.83,175.00
HGCC2,Hiwan_G.C.,Tue Aug 05 15:00:00 PDT 2003,0.00,250.00
HIGC2,Highlands_Ranch_WTP,Tue Aug 05 15:00:00 PDT 2003,2.19,73.00
SAPC2,Salisbury_Park,Tue Aug 05 15:00:00 PDT 2003,1.70,169.00
COKC2,Castle_Rock,Tue Aug 05 15:00:00 PDT 2003,1.39,197.00
WRDC2,Ward_C-1,Tue Aug 05 15:00:00 PDT 2003,0.45,50.00
SFSC2,Sugarloaf,Tue Aug 05 15:00:00 PDT 2003,1.16,107.00
LEWC2,Louisville_Lake,Tue Aug 05 15:00:00 PDT 2003,0.80,112.00
CALC2,Cal-Wood_Ranch,Tue Aug 05 15:00:00 PDT 2003,1.03,68.00
BTRC2,Button_Rock,Tue Aug 05 15:00:00 PDT 2003,1.03,129.00
JAYF1,Jay                                    FAWN,Tue Aug 05 15:00:00 PDT 2003,2.05,315.89
QUIF1,Quincy                                 FAWN,Tue Aug 05 15:00:00 PDT 2003,2.61,231.70
LIOF1,Live Oak                               FAWN,Tue Aug 05 15:00:00 PDT 2003,1.75,214.80
MACF1,Macclenny                              FAWN,Tue Aug 05 15:00:00 PDT 2003,1.24,70.20
BRZF1,Bronson                                FAWN,Tue Aug 05 15:00:00 PDT 2003,1.28,267.39
PHAF1,Putnam Hall                            FAWN,Tue Aug 05 15:00:00 PDT 2003,0.59,159.50
TRAF1,Citra                                  FAWN,Tue Aug 05 15:00:00 PDT 2003,0.65,210.30
STNF1,Hastings                               FAWN,Tue Aug 05 15:00:00 PDT 2003,2.16,201.60
EPRF1,Pierson                                FAWN,Tue Aug 05 15:00:00 PDT 2003,0.77,173.50
VRSF1,Tavares                                FAWN,Tue Aug 05 15:00:00 PDT 2003,2.36,93.10
UMLF1,Umatilla                               FAWN,Tue Aug 05 15:00:00 PDT 2003,1.49,121.90
KHPF1,Okahumpka                              FAWN,Tue Aug 05 15:00:00 PDT 2003,2.21,101.40
VLNF1,Avalon                                 FAWN,Tue Aug 05 15:00:00 PDT 2003,2.36,73.70
KSLF1,Brooksville                            FAWN,Tue Aug 05 15:00:00 PDT 2003,1.86,93.70
POPF1,Apopka                                 FAWN,Tue Aug 05 15:00:00 PDT 2003,3.02,106.90
KALF1,Lake Alfred                            FAWN,Tue Aug 05 15:00:00 PDT 2003,2.04,330.60
KENF1,Kenansville                            FAWN,Tue Aug 05 15:00:00 PDT 2003,1.92,261.00
DOVF1,Dover                                  FAWN,Tue Aug 05 15:00:00 PDT 2003,2.01,303.10
DNTF1,Bradenton                              FAWN,Tue Aug 05 15:00:00 PDT 2003,1.46,336.00
NNAF1,Ona                                    FAWN,Tue Aug 05 15:00:00 PDT 2003,1.63,266.50
PCEF1,Fort Pierce                            FAWN,Tue Aug 05 15:00:00 PDT 2003,2.37,110.40
IMKF1,Immokalee                              FAWN,Tue Aug 05 15:00:00 PDT 2003,1.82,277.10
PALF1,Palmdale                               FAWN,Tue Aug 05 15:00:00 PDT 2003,1.31,277.89
SEBF1,Sebring                                FAWN,Tue Aug 05 15:00:00 PDT 2003,1.63,224.50
H0344,BlueStar Systems       Milford      OH,Tue Aug 05 15:00:00 PDT 2003,0.89,60.00
H0004,BoblandUSA             San Diego     CA,Tue Aug 05 15:02:00 PDT 2003,0.45,330.00
H0364,BoltAssociates         Beltsville    MD,Tue Aug 05 15:01:00 PDT 2003,0.00,300.00
H0457,Corte Madera CA,Tue Aug 05 15:01:00 PDT 2003,3.13,210.00
H0010,Mac Weather            Charlottetown PE,Tue Aug 05 15:00:00 PDT 2003,0.89,220.00
H0012,Crowley TX WX Page     Crowley       TX,Tue Aug 05 15:02:00 PDT 2003,3.13,140.00
H0549,Danville		Alum Springs KY,Tue Aug 05 15:02:00 PDT 2003,0.00,260.00
H0020,Gilbert       AZ,Tue Aug 05 15:01:00 PDT 2003,1.34,210.00
H0024,Cornelius     OR,Tue Aug 05 15:01:00 PDT 2003,0.00,230.00
H0025,Dickinson     TX,Tue Aug 05 15:01:00 PDT 2003,1.79,170.00
H0461,Westford     MA,Tue Aug 05 15:04:00 PDT 2003,0.89,270.00
H0029,Affton        MO,Tue Aug 05 15:00:00 PDT 2003,0.00,110.00
H0299,KALB Studios           Alexandria    LA,Tue Aug 05 15:00:00 PDT 2003,0.45,180.00
H0182,Apache Juncti AZ,Tue Aug 05 15:00:00 PDT 2003,0.45,300.00
H0462,Chandler     AZ,Tue Aug 05 15:00:00 PDT 2003,1.79,290.00
H0163,Aspen Trails Subdiv. WX Flagstaff    AZ,Tue Aug 05 15:03:00 PDT 2003,1.34,160.00
H0489,Pagosa Springs CO,Tue Aug 05 15:00:00 PDT 2003,6.26,290.00
H0031,Rainbow City  AL,Tue Aug 05 15:00:00 PDT 2003,1.79,220.00
H0032,Hendersonvill TN,Tue Aug 05 15:00:00 PDT 2003,0.00,170.00
H0498,Balboa	     CA,Tue Aug 05 15:01:00 PDT 2003,3.58,250.00
H0464,Citrus Heights CA,Tue Aug 05 15:00:00 PDT 2003,2.24,210.00
H0300,Cloverdale    CA,Tue Aug 05 15:03:00 PDT 2003,1.34,240.00
H0450,Dublin       CA,Tue Aug 05 15:00:00 PDT 2003,0.00,40.00
H0294,Rancho San Diego       El Cajon      CA,Tue Aug 05 15:00:00 PDT 2003,2.68,210.00
H0560,El Dorado Hills	Dartboard Wx CA,Tue Aug 05 15:00:00 PDT 2003,4.47,240.00
H0232,Emerald Hills          Redwood City  CA,Tue Aug 05 15:01:00 PDT 2003,4.47,310.00
H0346,California Hills       Folsom        CA,Tue Aug 05 15:03:00 PDT 2003,3.13,260.00
H0153,Coyote Weather         Fort Bragg    CA,Tue Aug 05 15:00:00 PDT 2003,3.13,270.00
H0266,Springville Networks   Fortuna       CA,Tue Aug 05 15:00:00 PDT 2003,3.58,310.00
H0561,Grass Valley			     CA,Tue Aug 05 15:00:00 PDT 2003,0.00,250.00
H0562,Grizzly Flats			     CA,Tue Aug 05 15:04:00 PDT 2003,0.00,260.00
H0238,Lake Forest   CA,Tue Aug 05 15:03:00 PDT 2003,1.79,320.00
H0333,Cathouse Backyard WX   Lakeside      CA,Tue Aug 05 15:01:00 PDT 2003,0.00,270.00
H0158,Lancaster     CA,Tue Aug 05 15:01:00 PDT 2003,2.68,220.00
H0503,Oakland	     CA,Tue Aug 05 15:02:00 PDT 2003,2.24,260.00
H0465,Occidental   CA,Tue Aug 05 15:01:00 PDT 2003,4.47,290.00
H0564,Rohnert Park			     CA,Tue Aug 05 15:00:00 PDT 2003,0.45,290.00
H0268,Sacramento    CA,Tue Aug 05 15:00:00 PDT 2003,0.89,350.00
H0164,San Luis Obis CA,Tue Aug 05 15:00:00 PDT 2003,6.71,310.00
H0269,South Valley Internet  San Martin    CA,Tue Aug 05 15:00:00 PDT 2003,1.79,160.00
H0259,Pickles Central        San Rafael    CA,Tue Aug 05 15:00:00 PDT 2003,1.34,20.00
H0452,Santa Rosa   CA,Tue Aug 05 15:00:00 PDT 2003,0.45,220.00
H0442,Whittier     CA,Tue Aug 05 15:00:00 PDT 2003,1.79,170.00
H0349,Boulder       CO,Tue Aug 05 15:01:00 PDT 2003,3.13,20.00
H0566,Crestone			     CO,Tue Aug 05 15:02:00 PDT 2003,4.02,280.00
